index	Ontology	GO id	GO term	value	pval	qval
3433	BP	GO:1903006	positive regulation of protein K63-linked deubiquitination	2	1.0	1.0
3434	BP	GO:0000379	tRNA-type intron splice site recognition and cleavage	2	1.0	1.0
3435	BP	GO:0035067	negative regulation of histone acetylation	8	1.0	1.0
3436	BP	GO:0044247	cellular polysaccharide catabolic process	5	1.0	1.0
3437	BP	GO:0032375	negative regulation of cholesterol transport	8	1.0	1.0
3438	BP	GO:0060879	semicircular canal fusion	1	1.0	1.0
3439	BP	GO:0051122	hepoxilin biosynthetic process	5	1.0	1.0
3440	BP	GO:0001522	pseudouridine synthesis	6	1.0	1.0
3441	BP	GO:1901988	negative regulation of cell cycle phase transition	92	1.0	1.0
3442	BP	GO:0061738	late endosomal microautophagy	3	1.0	1.0
3443	BP	GO:0043457	regulation of cellular respiration	20	1.0	1.0
3444	BP	GO:0032369	negative regulation of lipid transport	17	1.0	1.0
3445	BP	GO:2001021	negative regulation of response to DNA damage stimulus	40	1.0	1.0
3446	BP	GO:0009631	cold acclimation	2	1.0	1.0
3447	BP	GO:0070375	ERK5 cascade	2	1.0	1.0
3448	BP	GO:0060081	membrane hyperpolarization	5	1.0	1.0
3449	BP	GO:0010899	regulation of phosphatidylcholine catabolic process	2	1.0	1.0
3450	BP	GO:0048873	homeostasis of number of cells within a tissue	14	1.0	1.0
3451	BP	GO:0090241	negative regulation of histone H4 acetylation	2	1.0	1.0
3452	BP	GO:0052199	negative regulation of catalytic activity in other organism involved in symbiotic interaction	1	1.0	1.0
3453	BP	GO:0072513	positive regulation of secondary heart field cardioblast proliferation	3	1.0	1.0
3454	BP	GO:0001975	response to amphetamine	17	1.0	1.0
3455	BP	GO:0050666	regulation of homocysteine metabolic process	1	1.0	1.0
3456	BP	GO:0071803	positive regulation of podosome assembly	4	1.0	1.0
3457	BP	GO:0002729	positive regulation of natural killer cell cytokine production	2	1.0	1.0
3458	BP	GO:0003373	dynamin family protein polymerization involved in membrane fission	1	1.0	1.0
3459	BP	GO:0044878	mitotic cytokinesis checkpoint signaling	2	1.0	1.0
3460	BP	GO:0048634	regulation of muscle organ development	15	1.0	1.0
3461	BP	GO:0048484	enteric nervous system development	7	1.0	1.0
3462	BP	GO:0060706	cell differentiation involved in embryonic placenta development	15	1.0	1.0
3463	BP	GO:0044245	polysaccharide digestion	1	1.0	1.0
3464	BP	GO:0006334	nucleosome assembly	77	1.0	1.0
3465	BP	GO:0030241	skeletal muscle myosin thick filament assembly	1	1.0	1.0
3466	BP	GO:0036101	leukotriene B4 catabolic process	3	1.0	1.0
3467	BP	GO:0070837	dehydroascorbic acid transport	3	1.0	1.0
3468	BP	GO:0036109	alpha-linolenic acid metabolic process	5	1.0	1.0
3469	BP	GO:0072039	regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	2	1.0	1.0
3470	BP	GO:2001270	regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	2	1.0	1.0
3471	BP	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	15	1.0	1.0
3472	BP	GO:0034435	cholesterol esterification	1	1.0	1.0
3473	BP	GO:2000547	regulation of dendritic cell dendrite assembly	2	1.0	1.0
3474	BP	GO:0048871	multicellular organismal homeostasis	48	1.0	1.0
3475	BP	GO:0060700	regulation of ribonuclease activity	7	1.0	1.0
3476	BP	GO:0051606	detection of stimulus	92	1.0	1.0
3477	BP	GO:0001899	negative regulation of cytolysis by symbiont of host cells	1	1.0	1.0
3478	BP	GO:0006030	chitin metabolic process	1	1.0	1.0
3479	BP	GO:0046709	IDP catabolic process	1	1.0	1.0
3480	BP	GO:0003382	epithelial cell morphogenesis	12	1.0	1.0
3481	BP	GO:0030885	regulation of myeloid dendritic cell activation	3	1.0	1.0
3482	BP	GO:0060214	endocardium formation	1	1.0	1.0
3483	BP	GO:0060484	lung-associated mesenchyme development	4	1.0	1.0
3484	BP	GO:0038146	chemokine (C-X-C motif) ligand 12 signaling pathway	1	1.0	1.0
3485	BP	GO:0060545	positive regulation of necroptotic process	1	1.0	1.0
3486	BP	GO:0048738	cardiac muscle tissue development	31	1.0	1.0
3487	BP	GO:0006597	spermine biosynthetic process	1	1.0	1.0
3488	BP	GO:0098990	AMPA selective glutamate receptor signaling pathway	1	1.0	1.0
3489	BP	GO:0030705	cytoskeleton-dependent intracellular transport	84	1.0	1.0
3490	BP	GO:1905045	negative regulation of Schwann cell proliferation involved in axon regeneration	1	1.0	1.0
3491	BP	GO:0006096	glycolytic process	16	1.0	1.0
3492	BP	GO:1900078	positive regulation of cellular response to insulin stimulus	14	1.0	1.0
3493	BP	GO:0002312	B cell activation involved in immune response	16	1.0	1.0
3494	BP	GO:2001206	positive regulation of osteoclast development	3	1.0	1.0
3495	BP	GO:0043116	negative regulation of vascular permeability	4	1.0	1.0
3496	BP	GO:0009448	gamma-aminobutyric acid metabolic process	2	1.0	1.0
3497	BP	GO:0032740	positive regulation of interleukin-17 production	10	1.0	1.0
3498	BP	GO:0090189	regulation of branching involved in ureteric bud morphogenesis	11	1.0	1.0
3499	BP	GO:0048199	vesicle targeting, to, from or within Golgi	2	1.0	1.0
3500	BP	GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process	5	1.0	1.0
3501	BP	GO:0098887	neurotransmitter receptor transport, endosome to postsynaptic membrane	4	1.0	1.0
3502	BP	GO:0044726	protection of DNA demethylation of female pronucleus	1	1.0	1.0
3503	BP	GO:0070779	D-aspartate import across plasma membrane	3	1.0	1.0
3504	BP	GO:0006744	ubiquinone biosynthetic process	6	1.0	1.0
3505	BP	GO:0098926	postsynaptic signal transduction	15	1.0	1.0
3506	BP	GO:0030593	neutrophil chemotaxis	30	1.0	1.0
3507	BP	GO:0071440	regulation of histone H3-K14 acetylation	3	1.0	1.0
3508	BP	GO:1904411	positive regulation of secretory granule organization	1	1.0	1.0
3509	BP	GO:0045059	positive thymic T cell selection	6	1.0	1.0
3510	BP	GO:0010770	positive regulation of cell morphogenesis involved in differentiation	37	1.0	1.0
3511	BP	GO:2000836	positive regulation of androgen secretion	1	1.0	1.0
3512	BP	GO:0043487	regulation of RNA stability	59	1.0	1.0
3513	BP	GO:0070885	negative regulation of calcineurin-NFAT signaling cascade	8	1.0	1.0
3514	BP	GO:0061724	lipophagy	1	1.0	1.0
3515	BP	GO:0007260	tyrosine phosphorylation of STAT protein	4	1.0	1.0
3516	BP	GO:0061888	regulation of astrocyte activation	2	1.0	1.0
3517	BP	GO:0021905	forebrain-midbrain boundary formation	1	1.0	1.0
3518	BP	GO:1901246	regulation of lung ciliated cell differentiation	1	1.0	1.0
3519	BP	GO:0032493	response to bacterial lipoprotein	1	1.0	1.0
3520	BP	GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	1	1.0	1.0
3521	BP	GO:0019076	viral release from host cell	7	1.0	1.0
3522	BP	GO:0071241	cellular response to inorganic substance	100	1.0	1.0
3523	BP	GO:1904734	positive regulation of electron transfer activity	1	1.0	1.0
3524	BP	GO:0045819	positive regulation of glycogen catabolic process	2	1.0	1.0
3525	BP	GO:0031547	brain-derived neurotrophic factor receptor signaling pathway	2	1.0	1.0
3526	BP	GO:1902992	negative regulation of amyloid precursor protein catabolic process	10	1.0	1.0
3527	BP	GO:1903496	response to 11-deoxycorticosterone	1	1.0	1.0
3528	BP	GO:0070981	L-asparagine biosynthetic process	1	1.0	1.0
3529	BP	GO:0042415	norepinephrine metabolic process	8	1.0	1.0
3530	BP	GO:2000338	regulation of chemokine (C-X-C motif) ligand 1 production	2	1.0	1.0
3531	BP	GO:1905331	negative regulation of morphogenesis of an epithelium	5	1.0	1.0
3532	BP	GO:0019226	transmission of nerve impulse	7	1.0	1.0
3533	BP	GO:1904355	positive regulation of telomere capping	6	1.0	1.0
3534	BP	GO:2000523	regulation of T cell costimulation	1	1.0	1.0
3535	BP	GO:0033993	response to lipid	303	1.0	1.0
3536	BP	GO:0003094	glomerular filtration	2	1.0	1.0
3537	BP	GO:0010632	regulation of epithelial cell migration	88	1.0	1.0
3538	BP	GO:0150093	amyloid-beta clearance by transcytosis	5	1.0	1.0
3539	BP	GO:0070509	calcium ion import	9	1.0	1.0
3540	BP	GO:0030422	production of siRNA involved in RNA interference	3	1.0	1.0
3541	BP	GO:0052405	negative regulation by host of symbiont molecular function	1	1.0	1.0
3542	BP	GO:0048254	snoRNA localization	3	1.0	1.0
3543	BP	GO:0003158	endothelium development	5	1.0	1.0
3544	BP	GO:0015842	aminergic neurotransmitter loading into synaptic vesicle	3	1.0	1.0
3545	BP	GO:1903031	regulation of microtubule plus-end binding	2	1.0	1.0
3546	BP	GO:2000300	regulation of synaptic vesicle exocytosis	24	1.0	1.0
3547	BP	GO:0006409	tRNA export from nucleus	1	1.0	1.0
3548	BP	GO:0031223	auditory behavior	5	1.0	1.0
3549	BP	GO:0042177	negative regulation of protein catabolic process	64	1.0	1.0
3550	BP	GO:0072584	caveolin-mediated endocytosis	3	1.0	1.0
3551	BP	GO:0086054	bundle of His cell to Purkinje myocyte communication by electrical coupling	2	1.0	1.0
3552	BP	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	26	1.0	1.0
3553	BP	GO:0010823	negative regulation of mitochondrion organization	26	1.0	1.0
3554	BP	GO:0070839	metal ion export	15	1.0	1.0
3555	BP	GO:0043417	negative regulation of skeletal muscle tissue regeneration	1	1.0	1.0
3556	BP	GO:0051001	negative regulation of nitric-oxide synthase activity	3	1.0	1.0
3557	BP	GO:0043305	negative regulation of mast cell degranulation	4	1.0	1.0
3558	BP	GO:0038192	gastric inhibitory peptide signaling pathway	1	1.0	1.0
3559	BP	GO:0072047	proximal/distal pattern formation involved in nephron development	1	1.0	1.0
3560	BP	GO:0070925	organelle assembly	284	1.0	1.0
3561	BP	GO:0010874	regulation of cholesterol efflux	17	1.0	1.0
3562	BP	GO:0060638	mesenchymal-epithelial cell signaling	2	1.0	1.0
3563	BP	GO:0010543	regulation of platelet activation	18	1.0	1.0
3564	BP	GO:0001675	acrosome assembly	7	1.0	1.0
3565	BP	GO:0045653	negative regulation of megakaryocyte differentiation	17	1.0	1.0
3566	BP	GO:0006349	regulation of gene expression by genetic imprinting	9	1.0	1.0
3567	BP	GO:0072126	positive regulation of glomerular mesangial cell proliferation	3	1.0	1.0
3568	BP	GO:0071679	commissural neuron axon guidance	3	1.0	1.0
3569	BP	GO:0002032	desensitization of G protein-coupled receptor signaling pathway by arrestin	1	1.0	1.0
3570	BP	GO:0072388	flavin adenine dinucleotide biosynthetic process	1	1.0	1.0
3571	BP	GO:0018003	peptidyl-lysine N6-acetylation	1	1.0	1.0
3572	BP	GO:0001867	complement activation, lectin pathway	2	1.0	1.0
3573	BP	GO:0070982	L-asparagine metabolic process	2	1.0	1.0
3574	BP	GO:0032108	negative regulation of response to nutrient levels	9	1.0	1.0
3575	BP	GO:0034453	microtubule anchoring	18	1.0	1.0
3576	BP	GO:0018963	phthalate metabolic process	2	1.0	1.0
3577	BP	GO:0071224	cellular response to peptidoglycan	3	1.0	1.0
3578	BP	GO:0060435	bronchiole development	2	1.0	1.0
3579	BP	GO:0035864	response to potassium ion	4	1.0	1.0
3580	BP	GO:0071658	regulation of IP-10 production	2	1.0	1.0
3581	BP	GO:0016322	neuron remodeling	8	1.0	1.0
3582	BP	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	1	1.0	1.0
3583	BP	GO:0031622	positive regulation of fever generation	2	1.0	1.0
3584	BP	GO:0051492	regulation of stress fiber assembly	44	1.0	1.0
3585	BP	GO:1990910	response to hypobaric hypoxia	2	1.0	1.0
3586	BP	GO:0071276	cellular response to cadmium ion	19	1.0	1.0
3587	BP	GO:1904438	regulation of iron ion import across plasma membrane	2	1.0	1.0
3588	BP	GO:0048858	cell projection morphogenesis	96	1.0	1.0
3589	BP	GO:1903639	regulation of gastrin-induced gastric acid secretion	1	1.0	1.0
3590	BP	GO:0046545	development of primary female sexual characteristics	3	1.0	1.0
3591	BP	GO:0015837	amine transport	5	1.0	1.0
3592	BP	GO:0032691	negative regulation of interleukin-1 beta production	11	1.0	1.0
3593	BP	GO:0035685	helper T cell diapedesis	2	1.0	1.0
3594	BP	GO:0071848	positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling	1	1.0	1.0
3595	BP	GO:1902116	negative regulation of organelle assembly	19	1.0	1.0
3596	BP	GO:0033692	cellular polysaccharide biosynthetic process	15	1.0	1.0
3597	BP	GO:1901031	regulation of response to reactive oxygen species	12	1.0	1.0
3598	BP	GO:0006193	ITP catabolic process	1	1.0	1.0
3599	BP	GO:1905751	positive regulation of endosome to plasma membrane protein transport	1	1.0	1.0
3600	BP	GO:0051971	positive regulation of transmission of nerve impulse	1	1.0	1.0
3601	BP	GO:0015882	L-ascorbic acid transmembrane transport	2	1.0	1.0
3602	BP	GO:0002713	negative regulation of B cell mediated immunity	9	1.0	1.0
3603	BP	GO:0010160	formation of animal organ boundary	1	1.0	1.0
3604	BP	GO:0048745	smooth muscle tissue development	3	1.0	1.0
3605	BP	GO:0070555	response to interleukin-1	48	1.0	1.0
3606	BP	GO:0042396	phosphagen biosynthetic process	5	1.0	1.0
3607	BP	GO:0014911	positive regulation of smooth muscle cell migration	17	1.0	1.0
3608	BP	GO:0031937	positive regulation of chromatin silencing	1	1.0	1.0
3609	BP	GO:0120197	mucociliary clearance	2	1.0	1.0
3610	BP	GO:1904847	regulation of cell chemotaxis to fibroblast growth factor	2	1.0	1.0
3611	BP	GO:2000864	regulation of estradiol secretion	1	1.0	1.0
3612	BP	GO:0033683	nucleotide-excision repair, DNA incision	5	1.0	1.0
3613	BP	GO:0000819	sister chromatid segregation	14	1.0	1.0
3614	BP	GO:0051964	negative regulation of synapse assembly	2	1.0	1.0
3615	BP	GO:0071887	leukocyte apoptotic process	17	1.0	1.0
3616	BP	GO:0018195	peptidyl-arginine modification	12	1.0	1.0
3617	BP	GO:1904815	negative regulation of protein localization to chromosome, telomeric region	2	1.0	1.0
3618	BP	GO:0097187	dentinogenesis	1	1.0	1.0
3619	BP	GO:1903539	protein localization to postsynaptic membrane	7	1.0	1.0
3620	BP	GO:0034696	response to prostaglandin F	1	1.0	1.0
3621	BP	GO:0034058	endosomal vesicle fusion	3	1.0	1.0
3622	BP	GO:1904440	positive regulation of iron ion import across plasma membrane	1	1.0	1.0
3623	BP	GO:0034183	negative regulation of maintenance of mitotic sister chromatid cohesion	2	1.0	1.0
3624	BP	GO:0071600	otic vesicle morphogenesis	1	1.0	1.0
3625	BP	GO:1901881	positive regulation of protein depolymerization	4	1.0	1.0
3626	BP	GO:0003138	primary heart field specification	2	1.0	1.0
3627	BP	GO:0045786	negative regulation of cell cycle	155	1.0	1.0
3628	BP	GO:1905553	regulation of blood vessel branching	3	1.0	1.0
3629	BP	GO:0030071	regulation of mitotic metaphase/anaphase transition	27	1.0	1.0
3630	BP	GO:0009167	purine ribonucleoside monophosphate metabolic process	20	1.0	1.0
3631	BP	GO:0070346	positive regulation of fat cell proliferation	3	1.0	1.0
3632	BP	GO:1902435	regulation of male mating behavior	1	1.0	1.0
3633	BP	GO:0030327	prenylated protein catabolic process	1	1.0	1.0
3634	BP	GO:1901621	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	5	1.0	1.0
3635	BP	GO:0086066	atrial cardiac muscle cell to AV node cell communication	1	1.0	1.0
3636	BP	GO:2001257	regulation of cation channel activity	84	1.0	1.0
3637	BP	GO:0071715	icosanoid transport	7	1.0	1.0
3638	BP	GO:0060157	urinary bladder development	1	1.0	1.0
3639	BP	GO:0046504	glycerol ether biosynthetic process	4	1.0	1.0
3640	BP	GO:0120158	positive regulation of collagen catabolic process	1	1.0	1.0
3641	BP	GO:0042984	regulation of amyloid precursor protein biosynthetic process	4	1.0	1.0
3642	BP	GO:0014740	negative regulation of muscle hyperplasia	2	1.0	1.0
3643	BP	GO:1905956	positive regulation of endothelial tube morphogenesis	1	1.0	1.0
3644	BP	GO:0030497	fatty acid elongation	9	1.0	1.0
3645	BP	GO:1905451	positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	1	1.0	1.0
3646	BP	GO:0033006	regulation of mast cell activation involved in immune response	13	1.0	1.0
3647	BP	GO:0043173	nucleotide salvage	8	1.0	1.0
3648	BP	GO:1900217	regulation of apoptotic process involved in metanephric nephron tubule development	1	1.0	1.0
3649	BP	GO:1904752	regulation of vascular associated smooth muscle cell migration	13	1.0	1.0
3650	BP	GO:1990145	maintenance of translational fidelity	1	1.0	1.0
3651	BP	GO:1901137	carbohydrate derivative biosynthetic process	135	1.0	1.0
3652	BP	GO:0060701	negative regulation of ribonuclease activity	2	1.0	1.0
3653	BP	GO:0046794	transport of virus	8	1.0	1.0
3654	BP	GO:1903297	regulation of hypoxia-induced intrinsic apoptotic signaling pathway	2	1.0	1.0
3655	BP	GO:0030322	stabilization of membrane potential	5	1.0	1.0
3656	BP	GO:0060994	regulation of transcription from RNA polymerase II promoter involved in kidney development	1	1.0	1.0
3657	BP	GO:0030277	maintenance of gastrointestinal epithelium	7	1.0	1.0
3658	BP	GO:0048696	regulation of collateral sprouting in absence of injury	1	1.0	1.0
3659	BP	GO:0099517	synaptic vesicle transport along microtubule	8	1.0	1.0
3660	BP	GO:1903613	regulation of protein tyrosine phosphatase activity	3	1.0	1.0
3661	BP	GO:1905184	positive regulation of protein serine/threonine phosphatase activity	1	1.0	1.0
3662	BP	GO:0015740	C4-dicarboxylate transport	11	1.0	1.0
3663	BP	GO:0002440	production of molecular mediator of immune response	3	1.0	1.0
3664	BP	GO:0002011	morphogenesis of an epithelial sheet	8	1.0	1.0
3665	BP	GO:0006880	intracellular sequestering of iron ion	4	1.0	1.0
3666	BP	GO:0050896	response to stimulus	2121	1.0	1.0
3667	BP	GO:0001656	metanephros development	14	1.0	1.0
3668	BP	GO:2000434	regulation of protein neddylation	5	1.0	1.0
3669	BP	GO:0071047	polyadenylation-dependent mRNA catabolic process	3	1.0	1.0
3670	BP	GO:1902308	regulation of peptidyl-serine dephosphorylation	3	1.0	1.0
3671	BP	GO:2000620	positive regulation of histone H4-K16 acetylation	1	1.0	1.0
3672	BP	GO:0060012	synaptic transmission, glycinergic	1	1.0	1.0
3673	BP	GO:0071314	cellular response to cocaine	4	1.0	1.0
3674	BP	GO:0006384	transcription initiation from RNA polymerase III promoter	4	1.0	1.0
3675	BP	GO:0010272	response to silver ion	1	1.0	1.0
3676	BP	GO:0015705	iodide transport	1	1.0	1.0
3677	BP	GO:0006208	pyrimidine nucleobase catabolic process	1	1.0	1.0
3678	BP	GO:0033564	anterior/posterior axon guidance	2	1.0	1.0
3679	BP	GO:1903636	regulation of protein insertion into mitochondrial outer membrane	1	1.0	1.0
3680	BP	GO:0002731	negative regulation of dendritic cell cytokine production	1	1.0	1.0
3681	BP	GO:0035136	forelimb morphogenesis	15	1.0	1.0
3682	BP	GO:0050891	multicellular organismal water homeostasis	24	1.0	1.0
3683	BP	GO:0046686	response to cadmium ion	28	1.0	1.0
3684	BP	GO:0050821	protein stabilization	104	1.0	1.0
3685	BP	GO:2001279	regulation of unsaturated fatty acid biosynthetic process	4	1.0	1.0
3686	BP	GO:0045647	negative regulation of erythrocyte differentiation	5	1.0	1.0
3687	BP	GO:1905337	positive regulation of aggrephagy	2	1.0	1.0
3688	BP	GO:0035553	oxidative single-stranded RNA demethylation	1	1.0	1.0
3689	BP	GO:1902022	L-lysine transport	4	1.0	1.0
3690	BP	GO:0030838	positive regulation of actin filament polymerization	37	1.0	1.0
3691	BP	GO:0140374	antiviral innate immune response	6	1.0	1.0
3692	BP	GO:1990791	dorsal root ganglion development	1	1.0	1.0
3693	BP	GO:0003332	negative regulation of extracellular matrix constituent secretion	1	1.0	1.0
