MT-TF	ENSG00000210049
DEFB134	ENSG00000284754
LSP1P2	ENSG00000288439
AGBL2	ENSG00000285501
HLA-DQA1	ENSG00000206305
ALG1L6P	ENSG00000288161
DEFB135	ENSG00000285365
FAM86DP	ENSG00000288323
DEFB136	ENSG00000285087
OR7E161P	ENSG00000285469
U6	ENSG00000265795
Metazoa_SRP	ENSG00000264866
CTSB	ENSG00000285132
SNORD32B	ENSG00000266132
Y_RNA	ENSG00000265955
Metazoa_SRP	ENSG00000264688
7SK	ENSG00000264415
FDFT1	ENSG00000284967
Y_RNA	ENSG00000264602
Y_RNA	ENSG00000265105
Y_RNA	ENSG00000265896
U6	ENSG00000266886
U6	ENSG00000264556
SUB1P1	ENSG00000285173
U1	ENSG00000266884
U6	ENSG00000265920
SNORD48	ENSG00000265732
SNORD52	ENSG00000265156
U1	ENSG00000264389
5S_rRNA	ENSG00000266035
SNORA38	ENSG00000264153
SNORD117	ENSG00000266295
SNORD84	ENSG00000266646
Y_RNA	ENSG00000265852
LINC02018	ENSG00000288312
U6	ENSG00000266375
GATA4	ENSG00000285109
Y_RNA	ENSG00000265278
Y_RNA	ENSG00000265071
U1	ENSG00000266689
LILRP1	ENSG00000284462
LILRP2	ENSG00000284314
KIR3DL3	ENSG00000284480
BOP1	ENSG00000285301
KIR2DL3	ENSG00000284236
ENPP7P2	ENSG00000288471
KIR2DP1	ENSG00000284232
SNRPCP10	ENSG00000288200
KIR2DL1	ENSG00000284551
RPS3AP15	ENSG00000288476
FNBP4	ENSG00000285182
FAM167A-AS1	ENSG00000285275
RNU6-1084P	ENSG00000285464
RN7SL293P	ENSG00000285295
TDH	ENSG00000284856
KIR3DP1	ENSG00000284006
HMX1	ENSG00000288204
KIR2DL4	ENSG00000284206
Y_RNA	ENSG00000285489
RNA5SP340	ENSG00000285046
Y_RNA	ENSG00000285031
YPEL5P2	ENSG00000284852
HSF1	ENSG00000284774
SLC35G5	ENSG00000285084
MTMR9	ENSG00000285032
LINC00529	ENSG00000285284
RPL19P13	ENSG00000285195
MIR598	ENSG00000285056
KIR3DL1	ENSG00000284589
PINX1	ENSG00000284764
MIR1322	ENSG00000284875
NAALAD2	ENSG00000285516
SOX7	ENSG00000285438
C8orf74	ENSG00000285147
DGAT1	ENSG00000285482
RNA5SP252	ENSG00000285126
MIR4286	ENSG00000285364
PRSS55	ENSG00000285141
SNX18P23	ENSG00000288446
MTCO3P39	ENSG00000288489
MTND3P22	ENSG00000288303
TWIST2	ENSG00000288335
LINCR-0001	ENSG00000285229
RNU6-729P	ENSG00000284813
PRSS52P	ENSG00000284793
MSRA	ENSG00000285250
KIR2DS4	ENSG00000284264
KIR3DL2	ENSG00000284046
CHORDC1	ENSG00000285023
MIR6848	ENSG00000285428
SCRT1	ENSG00000284923
MIR124-1HG	ENSG00000284859
TMEM249	ENSG00000285272
MIR124-1	ENSG00000285161
TNKS	ENSG00000285372
SLC52A2	ENSG00000285112
MIR597	ENSG00000285033
DNAJC18	ENSG00000288275
TUBAP2	ENSG00000284997
RNU5B-4P	ENSG00000288430
ECSCR	ENSG00000288297
FBXL6	ENSG00000285442
SMIM33	ENSG00000288274
STING1	ENSG00000288243
MDN1	ENSG00000288121
RNU6-526P	ENSG00000285484
RNU6-1151P	ENSG00000284864
LINC02619	ENSG00000288122
PPP1R3B	ENSG00000285343
ADCK5	ENSG00000285451
LINC02429	ENSG00000288470
Metazoa_SRP	ENSG00000284887
RNU7-55P	ENSG00000285167
MIR4660	ENSG00000285514
RPL10P19	ENSG00000285368
SNORA70	ENSG00000285264
RNU6-682P	ENSG00000285414
MFHAS1	ENSG00000285022
CLDN23	ENSG00000285098
RN7SL178P	ENSG00000284857
FAM86B3P	ENSG00000285119
NCOA4P4	ENSG00000288138
LILRP1	ENSG00000284389
LILRP2	ENSG00000284593
CPSF1	ENSG00000285049
KIR3DL3	ENSG00000284371
ALG1L13P	ENSG00000285027
FAM90A9P	ENSG00000285962
DEFB107A	ENSG00000285432
DEFB105B	ENSG00000285411
DEFB106B	ENSG00000284937
DEFB104B	ENSG00000285356
KIR2DL3	ENSG00000284333
SPAG11B	ENSG00000288309
KIR2DP1	ENSG00000283725
KIR2DL1	ENSG00000284347
DEFB103A	ENSG00000284978
HSPD1P2	ENSG00000285066
DEFB4A	ENSG00000285181
ZNF705G	ENSG00000285286
USP17L7	ENSG00000285497
USP17L2	ENSG00000284990
DEFB109D	ENSG00000285038
RPS3AP34	ENSG00000284920
KIR3DP1	ENSG00000284397
KIR2DL4	ENSG00000284460
RPS3AP35	ENSG00000284751
OR7E8P	ENSG00000284822
OR7E15P	ENSG00000285419
OR7E10P	ENSG00000285315
MIR5692A2	ENSG00000284785
LONRF1	ENSG00000285360
FAM20C	ENSG00000288499
MIR939	ENSG00000284918
MIR1234	ENSG00000285207
MIR6849	ENSG00000285088
SLC39A4	ENSG00000285243
MIR3926-1	ENSG00000285270
MIR3926-2	ENSG00000284855
LINC00681	ENSG00000285297
PIMREGP3	ENSG00000288332
CASP8AP2	ENSG00000288475
RNU6-842P	ENSG00000284861
Y_RNA	ENSG00000284761
MIR3649	ENSG00000284767
ADIPOR2	ENSG00000285070
KIR3DL1	ENSG00000283827
VPS28	ENSG00000285339
RPS4XP14	ENSG00000284817
CACNA2D4	ENSG00000284953
Y_RNA	ENSG00000288443
RPL22P14	ENSG00000288421
GJA10	ENSG00000288435
Y_RNA	ENSG00000288500
HSD17B7P2	ENSG00000288374
RUVBL1	ENSG00000284901
KIR2DS4	ENSG00000283846
KIR3DL2	ENSG00000283951
SEPTIN7P9	ENSG00000288167
RNU6-1118P	ENSG00000288205
CICP9	ENSG00000288268
ABCD1P2	ENSG00000288143
PABPC1P12	ENSG00000288223
SLC9B1P3	ENSG00000288155
PPFIA1	ENSG00000288198
ACTR3BP5	ENSG00000288338
CHEK2P5	ENSG00000288509
H2AZP4	ENSG00000288378
MIR548K	ENSG00000288233
RNU6-823P	ENSG00000284805
CTTN-DT	ENSG00000288166
EEFSEC	ENSG00000284869
CTTN	ENSG00000288401
SYT8	ENSG00000288149
COLEC12	ENSG00000158270
GRM5P1	ENSG00000285164
TRIM51FP	ENSG00000285143
TRIM17	ENSG00000285344
TWSG1-DT	ENSG00000264964
LINC01892	ENSG00000265514
TNNI2	ENSG00000288219
ARHGAP28-AS1	ENSG00000266441
LINC01928	ENSG00000267425
SLC25A3P3	ENSG00000263505
TOMM20P3	ENSG00000263935
LINC00526	ENSG00000264575
PPIAP14	ENSG00000264775
H3-4	ENSG00000285435
CHMP1B	ENSG00000255112
C3orf52	ENSG00000285394
RPL23AP15	ENSG00000284795
H2AW	ENSG00000284841
H2BU1	ENSG00000285449
IMPA2	ENSG00000141401
LSP1	ENSG00000288199
MIR4666A	ENSG00000284998
H2BU2P	ENSG00000285234
RNF187	ENSG00000285426
BTNL10	ENSG00000285153
GCSAM	ENSG00000284925
RNA5S1	ENSG00000285166
RNA5S2	ENSG00000285285
RNA5S3	ENSG00000285168
RNA5S16	ENSG00000284853
RNA5S17	ENSG00000285158
RNA5SP18	ENSG00000284877
DUSP5P1	ENSG00000285311
FTH1P2	ENSG00000285319
RHOU	ENSG00000284984
NPY4R2	ENSG00000288157
FAM25C	ENSG00000288481
AGAP12P	ENSG00000288424
TBILA	ENSG00000285293
SLC9C1	ENSG00000285044
DLGAP1	ENSG00000170579
RNA5SP315	ENSG00000288201
BMS1P7	ENSG00000288196
PTPN20CP	ENSG00000288134
SGPP1	ENSG00000285281
EIF2S2P1	ENSG00000284819
RNU7-116P	ENSG00000284769
RPS28P1	ENSG00000285273
BRD7P1	ENSG00000284831
ATP4B	ENSG00000288359
RN7SKP205	ENSG00000284911
LINC00596	ENSG00000285289
DHRS4-AS1	ENSG00000285282
GRK1	ENSG00000288263
LINC00552	ENSG00000288305
DHRS4	ENSG00000284807
RPS2P6	ENSG00000285060
Y_RNA	ENSG00000288117
ST13P5	ENSG00000288248
SAA1	ENSG00000288411
TTTY13	ENSG00000285001
ELOCP5	ENSG00000285019
CDY10P	ENSG00000285196
USP9YP3	ENSG00000285308
USP9YP8	ENSG00000285028
CDY11P	ENSG00000285455
OFD1P16Y	ENSG00000285477
EP400P1	ENSG00000288400
RNA5SP334	ENSG00000288479
HPS5	ENSG00000288445
MIR4298	ENSG00000288415
MIR7847	ENSG00000288331
PRR33	ENSG00000288160
TNNT3	ENSG00000288250
DHRS4L1	ENSG00000285036
CARMIL3	ENSG00000284765
DDX51	ENSG00000288503
MIR4789	ENSG00000285406
RNU6-1233P	ENSG00000285461
LINC02405	ENSG00000285478
NOC4L	ENSG00000288146
CPNE6	ENSG00000285221
MTCL1	ENSG00000168502
LRTM2	ENSG00000285383
LINC02361	ENSG00000288291
GALNT9	ENSG00000288490
GTF2H1	ENSG00000288114
COP1P1	ENSG00000266613
LINC00940	ENSG00000285233
ISLR	ENSG00000288508
ASNSP6	ENSG00000267333
DCP1B	ENSG00000284850
RAB31	ENSG00000168461
STRA6	ENSG00000288257
UBE2CP2	ENSG00000265939
LINC00470	ENSG00000132204
CACNA1C	ENSG00000285479
NRL	ENSG00000285493
MIR3159	ENSG00000288358
PCK2	ENSG00000285241
LDHA	ENSG00000288299
EIF4A2P1	ENSG00000267336
ZNF415P1	ENSG00000266127
RNU6-978P	ENSG00000288222
COX6CP3	ENSG00000266251
LINC01882	ENSG00000260302
LINC01150	ENSG00000288317
MRPL23	ENSG00000288141
CHMP1B-AS1	ENSG00000267165
TMEM200C	ENSG00000206432
LINC01254	ENSG00000260913
GCGR	ENSG00000288269
YES1	ENSG00000176105
MRPL23-AS1	ENSG00000288320
OR4M2	ENSG00000288194
OR4N4	ENSG00000288501
LINC01219	ENSG00000288486
DCAF11	ENSG00000284796
H19	ENSG00000288237
RPS4XP18	ENSG00000239490
MCRIP1	ENSG00000288213
MAPRE2	ENSG00000166974
C1R	ENSG00000288512
MIR675	ENSG00000288367
NIPA1	ENSG00000288478
CYFIP1	ENSG00000288461
PPP1R27	ENSG00000288186
PPIAP57	ENSG00000266809
GOLGA6L1	ENSG00000288214
GOLGA8DP	ENSG00000288344
LINC01255	ENSG00000267252
MCTS1	ENSG00000288295
CASC20	ENSG00000229876
C1RL	ENSG00000288124
PLCB1-IT1	ENSG00000225479
ADRA1D	ENSG00000171873
RSPO4	ENSG00000101282
C1GALT1C1	ENSG00000288368
DEFB129	ENSG00000125903
H3P46	ENSG00000288412
GLRX5P1	ENSG00000288226
PPP4R1-AS1	ENSG00000263627
CT47B1	ENSG00000288466
BOD1P2	ENSG00000215368
ANGPT4	ENSG00000101280
CT47A6	ENSG00000288273
GOLGA6L2	ENSG00000288517
PSMG2	ENSG00000128789
CT47A4	ENSG00000288477
C1RL-AS1	ENSG00000288352
CYCSP41	ENSG00000278678
MAGEL2	ENSG00000288188
NDN	ENSG00000288364
CT47A1	ENSG00000288363
FAM207CP	ENSG00000232797
OR4K11P	ENSG00000179381
LONRF2P5	ENSG00000273692
RBP5	ENSG00000288369
CBLL1P1	ENSG00000288220
GLUD2	ENSG00000288118
SIRPG	ENSG00000089012
SOWAHCP2	ENSG00000279720
RNU6-485P	ENSG00000284403
CLSTN3	ENSG00000288427
CCDC33	ENSG00000288407
DYNLT3P1	ENSG00000232241
SNX18P13	ENSG00000230965
SHLD1	ENSG00000171984
CTBP2P10	ENSG00000280330
C21orf91-OT1	ENSG00000240770
FITM1	ENSG00000285321
RBPMSLP	ENSG00000234159
SREK1IP1P1	ENSG00000229336
CDRT15P8	ENSG00000279062
CH507-42P11.6	ENSG00000280179
LINC01706	ENSG00000224711
MIR548XHG	ENSG00000224141
PSME1	ENSG00000284916
TMX4	ENSG00000125827
FDPSP6	ENSG00000233676
RPL39P40	ENSG00000226580
NEK4P1	ENSG00000225735
GXYLT1P2	ENSG00000224860
SLX4IP	ENSG00000149346
PPIAP22	ENSG00000198618
SLC6A6P1	ENSG00000226818
FEM1AP1	ENSG00000229231
MC2R	ENSG00000185231
CHGB	ENSG00000089199
EEF1A1P34	ENSG00000233324
DEFB125	ENSG00000178591
MACROD2-IT1	ENSG00000227927
NKX2-2	ENSG00000125820
CTBP2P9	ENSG00000279177
CYP11A1	ENSG00000288362
PEX5	ENSG00000288217
CHODL-AS1	ENSG00000231755
ATRN	ENSG00000088812
D21S2088E	ENSG00000228592
KLHL14	ENSG00000197705
TUBAP1	ENSG00000237569
TMPRSS15	ENSG00000154646
DLGAP1-AS5	ENSG00000261520
ZSWIM4	ENSG00000288360
LINC01478	ENSG00000267337
PPIAP46	ENSG00000288314
RN7SL619P	ENSG00000288240
MIR23AHG	ENSG00000288498
VN1R7P	ENSG00000275592
ZNF299P	ENSG00000219368
LINC02255	ENSG00000288178
MIR24-2	ENSG00000288126
SEMA7A	ENSG00000288455
MIR27A	ENSG00000288183
MIR23A	ENSG00000288462
NANOS3	ENSG00000288505
LINC02246	ENSG00000281903
MIR181C	ENSG00000288397
MIR181D	ENSG00000288329
BRME1	ENSG00000288152
SMIM34B	ENSG00000278961
SNX19P1	ENSG00000228184
GATD3B	ENSG00000280071
LINC01543	ENSG00000263862
EMC9	ENSG00000285377
CEP192-DT	ENSG00000266969
BNIP3P3	ENSG00000265631
BMP2	ENSG00000125845
CC2D1A	ENSG00000288293
PGDP1	ENSG00000265273
TNRC6A	ENSG00000288130
RPS4XP19	ENSG00000242058
PDYN	ENSG00000101327
AQP4-AS1	ENSG00000260372
MIR6881	ENSG00000288497
UBL7	ENSG00000288408
SLC25A15P4	ENSG00000273872
PSME2	ENSG00000284889
GPX1P2	ENSG00000215326
LINC01428	ENSG00000228888
CXADR	ENSG00000154639
RPLP0P1	ENSG00000226229
LINC00653	ENSG00000273148
FAM110A	ENSG00000125898
NDUFV2	ENSG00000178127
MCM8-AS1	ENSG00000278719
INSM1	ENSG00000173404
SIRPG-AS1	ENSG00000237914
LINC01433	ENSG00000230176
DEFB128	ENSG00000185982
PODNL1	ENSG00000288195
TARDBPP1	ENSG00000233402
LINC01713	ENSG00000228482
IGHV1OR21-1	ENSG00000277282
HSPD1P7	ENSG00000215005
SIK1B	ENSG00000275993
SMOX	ENSG00000088826
MPPE1	ENSG00000154889
LINC01687	ENSG00000233215
MSANTD2P1	ENSG00000231058
C1QBPP1	ENSG00000215353
SLC5A11	ENSG00000288216
DCAF15	ENSG00000288453
RWDD2B	ENSG00000156253
RFX1	ENSG00000288283
KRTAP19-6	ENSG00000186925
RPL10P1	ENSG00000217026
LINC00317	ENSG00000238265
GRAMD4P1	ENSG00000227874
KRTAP19-10P	ENSG00000235312
LINC01667	ENSG00000280081
MIR7703	ENSG00000285146
RNF31	ENSG00000285152
MAP3K7CL	ENSG00000156265
SCP2D1-AS1	ENSG00000149443
RLN3	ENSG00000288474
DEFB126	ENSG00000125788
IL27RA	ENSG00000288185
BTBD3	ENSG00000132640
PALM3	ENSG00000288318
UBL7-DT	ENSG00000288390
EEF1DP1	ENSG00000288278
MISP3	ENSG00000288191
OR4F4	ENSG00000288513
OR4G2P	ENSG00000288495
OR4G6P	ENSG00000288123
FAM138E	ENSG00000288464
MIR1199	ENSG00000288366
C19orf67	ENSG00000288239
MIR1302-10	ENSG00000288468
WASH3P	ENSG00000288207
SAMD1	ENSG00000288488
PRKACA	ENSG00000288516
NKX2-4	ENSG00000125816
RPL7P2	ENSG00000227663
RPS10P2	ENSG00000213950
EIF4E2P1	ENSG00000213384
TMEM230	ENSG00000089063
MIR6859-3	ENSG00000288355
DDX11L9	ENSG00000288170
ARHGAP17	ENSG00000288353
KRTAP20-2	ENSG00000184032
LINC00161	ENSG00000226935
GRIK1-AS1	ENSG00000174680
LINC01697	ENSG00000232079
LINC01689	ENSG00000224832
ASF1B	ENSG00000288210
KRTAP19-2	ENSG00000186965
KRT18P2	ENSG00000234439
BACH1-AS1	ENSG00000232118
ADGRL1-AS1	ENSG00000288348
URB1	ENSG00000142207
ADGRL1	ENSG00000288324
MIR6724-3	ENSG00000288482
RNA5-8SN3	ENSG00000288387
MIR6724-4	ENSG00000288308
RNA5SP383	ENSG00000285306
RNA5-8SN1	ENSG00000288326
IRF9	ENSG00000285048
PCSK2	ENSG00000125851
RBMX2P1	ENSG00000226406
KRTAP25-1	ENSG00000232263
SNX18P10	ENSG00000279213
KRTAP21-2	ENSG00000187026
KRTAP13-5P	ENSG00000233640
RPSAP68	ENSG00000279990
JAM2	ENSG00000154721
RN7SL231P	ENSG00000288289
REC8	ENSG00000285007
ZNF343	ENSG00000088876
EEF1A1P1	ENSG00000223822
DLGAP1-AS4	ENSG00000263878
LINC01669	ENSG00000280191
LINC01683	ENSG00000233480
KRTAP21-4P	ENSG00000236400
USP16	ENSG00000156256
CELF4	ENSG00000101489
U6	ENSG00000288521
ABCD1P4	ENSG00000288394
PABPC1P9	ENSG00000288342
SLC9B1P4	ENSG00000288315
ACTR3BP6	ENSG00000288272
PA2G4P2	ENSG00000235698
NKX2-2-AS1	ENSG00000258197
CST8	ENSG00000125815
KANK1P1	ENSG00000215589
PPIAP2	ENSG00000227379
ISM1	ENSG00000101230
IPO4	ENSG00000285248
ABHD12	ENSG00000100997
RPL8P2	ENSG00000225267
LINC02573	ENSG00000233236
LINC01692	ENSG00000226983
CLDN17	ENSG00000156282
BACH1-IT3	ENSG00000234293
CYYR1	ENSG00000166265
FLRT3	ENSG00000125848
RPL23P2	ENSG00000176054
BTF3L4P1	ENSG00000232260
GAPDHP14	ENSG00000236056
CST5	ENSG00000170367
DONSON	ENSG00000159147
LINC01726	ENSG00000280350
DEFB123	ENSG00000180424
AKAIN1	ENSG00000231824
DZANK1	ENSG00000089091
SLC14A2	ENSG00000132874
RALBP1	ENSG00000017797
KRTAP13-4	ENSG00000186971
MRPS6	ENSG00000243927
RPL37P3	ENSG00000215369
THUMPD1P1	ENSG00000215317
LINC00189	ENSG00000215533
PPIAP1	ENSG00000215351
WBP11P1	ENSG00000260389
LLPHP2	ENSG00000235514
LINC01673	ENSG00000234052
ACAA2	ENSG00000167315
KRTAP24-1	ENSG00000188694
TRMT6	ENSG00000089195
KRTAP6-2	ENSG00000186930
RPL12P9	ENSG00000232687
KRTAP20-1	ENSG00000244624
KRTAP21-1	ENSG00000187005
KRTAP20-4	ENSG00000206105
GART	ENSG00000159131
RPS19P1	ENSG00000214612
PGAM3P	ENSG00000237256
LINC01752	ENSG00000224961
SYNDIG1	ENSG00000101463
LINC01432	ENSG00000234435
RPS11P1	ENSG00000235544
HAO1	ENSG00000101323
SS18	ENSG00000141380
SOCS2P1	ENSG00000237662
LINC01751	ENSG00000261249
KRT18P3	ENSG00000215553
XRN2	ENSG00000088930
TM9SF1	ENSG00000285465
GPCPD1	ENSG00000125772
TSSK4	ENSG00000285140
SIRPB3P	ENSG00000223750
DTD1-AS1	ENSG00000233993
SNRPB2	ENSG00000125870
CHMP4A	ENSG00000285302
LINC01722	ENSG00000233048
DEFB118	ENSG00000131068
GAPDHP2	ENSG00000236811
PCMTD1P7	ENSG00000282949
CST13P	ENSG00000204663
MDP1	ENSG00000285200
CD93	ENSG00000125810
LINC01684	ENSG00000237484
HAUS6P2	ENSG00000236121
EIF4EP1	ENSG00000233578
GINS1	ENSG00000101003
NEDD8-MDP1	ENSG00000285425
BACH1-IT1	ENSG00000248476
BACH1-IT2	ENSG00000228817
CST7	ENSG00000077984
SLC5A3	ENSG00000198743
NCSTNP1	ENSG00000219592
MTCO1P1	ENSG00000280243
KRTAP21-3	ENSG00000231068
CHAF1B	ENSG00000159259
RPS3P1	ENSG00000230935
NEDD8	ENSG00000285246
GCNT1P1	ENSG00000236474
CSTP1	ENSG00000228476
APMAP	ENSG00000101474
ANKRD20A5P	ENSG00000186481
LINC01695	ENSG00000236532
BFSP1	ENSG00000125864
LINC01425	ENSG00000233997
GMPR2	ENSG00000284752
TPMTP1	ENSG00000267156
RPS8P3	ENSG00000215457
RPS3AP1	ENSG00000233206
SCAF4	ENSG00000156304
TTC39C-AS1	ENSG00000264745
NPM1P1	ENSG00000267652
ST8SIA5-DT	ENSG00000270112
ANKRD12	ENSG00000101745
FRG1EP	ENSG00000282995
PDYN-AS1	ENSG00000233896
BSNDP2	ENSG00000274973
CFTRP2	ENSG00000282921
CRLS1	ENSG00000088766
GGTLC1	ENSG00000149435
CYP4F35P	ENSG00000265787
C18orf25	ENSG00000152242
FAM182B	ENSG00000175170
NEK2P2	ENSG00000231565
TOMM40P2	ENSG00000215270
CCT8L2	ENSG00000198445
IGKV2OR22-3	ENSG00000253460
CYCSP42	ENSG00000224524
ANKRD62P1-PARP4P3	ENSG00000189295
EIF4A1P1	ENSG00000233300
LINC00307	ENSG00000227342
ZNF402P	ENSG00000220248
RPL13AP7	ENSG00000213885
KRTAP19-4	ENSG00000186967
FABP5P11	ENSG00000240122
CHEK2P4	ENSG00000235969
REM1	ENSG00000088320
ACTR3BP7	ENSG00000226444
KRTAP19-5	ENSG00000186977
IGKV1OR22-5	ENSG00000230481
SKA1	ENSG00000154839
CCT8	ENSG00000156261
ABCD1P4	ENSG00000225293
SLC25A15P5	ENSG00000249288
PABPC1P9	ENSG00000229658
FDX1P1	ENSG00000181741
HSFY1P1	ENSG00000229027
POM121L3P	ENSG00000167390
LINC00656	ENSG00000233746
CST2	ENSG00000170369
ADA2	ENSG00000093072
CST12P	ENSG00000226344
DSTN	ENSG00000125868
RPL17P46	ENSG00000239689
SMUG1P1	ENSG00000267444
RSL24D1P9	ENSG00000265402
EPG5	ENSG00000152223
CFTRP3	ENSG00000204555
POLR3F	ENSG00000132664
VN1R108P	ENSG00000230772
BPIFB2	ENSG00000078898
STK35	ENSG00000125834
LINC01665	ENSG00000235343
NCAM2	ENSG00000154654
TMEM191B	ENSG00000278558
DUX4L35	ENSG00000282911
LINC01597	ENSG00000205611
MTCO2P2	ENSG00000267541
SINHCAFP1	ENSG00000263829
RPS24P18	ENSG00000243925
XPOTP1	ENSG00000214185
LRRN4	ENSG00000125872
CECR3	ENSG00000241832
RPS18P1	ENSG00000225831
BNIP3P2	ENSG00000236097
ANKRD62P1	ENSG00000259271
SCRT2	ENSG00000215397
ZNF72P	ENSG00000184624
ISM1-AS1	ENSG00000226263
GRAMD4P2	ENSG00000235992
MED15P7	ENSG00000234381
ATP5F1A	ENSG00000152234
NCOA6	ENSG00000198646
KRTAP13-3	ENSG00000240432
KRTAP26-1	ENSG00000197683
NBEAP3	ENSG00000223875
KRTAP13-1	ENSG00000198390
RNGTTP1	ENSG00000237731
KRTAP13-6P	ENSG00000250973
PI4KA	ENSG00000241973
OR4K12P	ENSG00000218549
LTN1	ENSG00000198862
LINC01690	ENSG00000228961
RPL37P4	ENSG00000230198
APP-DT	ENSG00000273492
MAP1LC3P	ENSG00000267647
APP	ENSG00000142192
ADAD1P2	ENSG00000267511
CFTRP1	ENSG00000228593
CIAPIN1P	ENSG00000263846
DEFB127	ENSG00000088782
CFAP53	ENSG00000172361
THBD	ENSG00000178726
KIF3B	ENSG00000101350
RHOT1P1	ENSG00000266145
LINC01723	ENSG00000234265
RPRD1A	ENSG00000141425
SUSD2P2	ENSG00000278110
FRG1GP	ENSG00000283023
GLRXP1	ENSG00000228234
DEFB117	ENSG00000212717
IGKV3OR22-2	ENSG00000254264
SPTLC3	ENSG00000172296
FAM230G	ENSG00000188280
FAM247B	ENSG00000278044
BMS1P22	ENSG00000232775
DUX4L32	ENSG00000283069
BPIFA4P	ENSG00000183566
KCNMB3P1	ENSG00000239435
IGKV2OR22-4	ENSG00000253691
POTEH-AS1	ENSG00000236666
HSPE1P1	ENSG00000234878
GSTM3P1	ENSG00000227693
MACROD2-AS1	ENSG00000235914
PARP4P3	ENSG00000249263
CECR7	ENSG00000237438
FAM182A	ENSG00000125804
RIT2	ENSG00000152214
TMEM121B	ENSG00000183307
GPM6BP3	ENSG00000234121
SLC9B1P4	ENSG00000227367
DUXAP8	ENSG00000271672
PPP1R26P2	ENSG00000273643
BPIFA1	ENSG00000198183
GGT2	ENSG00000133475
CTAGE1	ENSG00000212710
SNRPGP2	ENSG00000264350
FAM230A	ENSG00000277870
GAPDHP66	ENSG00000250933
POLR3GP2	ENSG00000266984
TINF2	ENSG00000284915
IL17RA	ENSG00000177663
CEP76	ENSG00000101624
MTND1P17	ENSG00000228122
NF1P6	ENSG00000224435
ACSS2	ENSG00000131069
CA15P2	ENSG00000273907
FAM246A	ENSG00000286102
TGM1	ENSG00000285348
SMPD4P1	ENSG00000223553
TERF1P2	ENSG00000187589
SYT4	ENSG00000132872
BCRP5	ENSG00000235062
TPTEP1	ENSG00000100181
HRH4	ENSG00000134489
BCRP6	ENSG00000169662
GGTLC3	ENSG00000274252
CCDC74BP1	ENSG00000250261
RPL32P5	ENSG00000236325
RABGGTA	ENSG00000285193
CLTCL1	ENSG00000070371
RBBP8	ENSG00000101773
CXADRP1	ENSG00000214319
RPSAP64	ENSG00000227721
DSCR4	ENSG00000184029
ATP5MFP1	ENSG00000224421
KRTAP22-2	ENSG00000206106
TPT1P1	ENSG00000234107
TMEM50B	ENSG00000142188
KRTAP19-1	ENSG00000184351
C21orf62-AS1	ENSG00000205930
RPS5P2	ENSG00000224598
LINC01423	ENSG00000231231
LINC01549	ENSG00000232560
KRTAP6-3	ENSG00000212938
CLDN8	ENSG00000156284
CNN2P7	ENSG00000215562
TTC3-AS1	ENSG00000228677
BAGE2	ENSG00000187172
FAM243A	ENSG00000222018
BTF3P6	ENSG00000233956
KRTAP19-3	ENSG00000244025
DSCR8	ENSG00000198054
LINC01387	ENSG00000265944
L3MBTL4-AS1	ENSG00000264707
LINC01416	ENSG00000260930
IGLV3-21	ENSG00000211662
LINC00113	ENSG00000225298
TTC39C	ENSG00000168234
CECR9	ENSG00000231004
TERF1P1	ENSG00000173231
PSMD4P1	ENSG00000223741
IGKV1OR22-1	ENSG00000253481
HUNK-AS1	ENSG00000237138
FAM32BP	ENSG00000203416
FAM246B	ENSG00000286175
PSLNR	ENSG00000225255
DHRS1	ENSG00000284868
HUNK	ENSG00000142149
RIMBP3	ENSG00000275793
IGLV3-2	ENSG00000253963
PI4KAP1	ENSG00000274602
GAPDHP16	ENSG00000225502
EIF3FP1	ENSG00000275945
C21orf91	ENSG00000154642
SLC14A2-AS1	ENSG00000267097
FAT1P1	ENSG00000217809
DUX4L33	ENSG00000282894
AIMP1P1	ENSG00000234187
DEFB115	ENSG00000215547
DCC	ENSG00000187323
LINC00308	ENSG00000184856
MIR663AHG	ENSG00000227195
NOP9	ENSG00000285326
SNX18P12	ENSG00000279718
DSCR4-IT1	ENSG00000223608
IGLL4P	ENSG00000276427
MORC3	ENSG00000159256
IGLV3-29	ENSG00000253338
MED15	ENSG00000099917
CIDEB	ENSG00000285199
PAXBP1	ENSG00000159086
MAPK4	ENSG00000141639
LTB4R2	ENSG00000285203
LTB4R	ENSG00000285456
VN1R76P	ENSG00000273762
ATP7BP1	ENSG00000270855
SIGLEC15	ENSG00000197046
ADCY4	ENSG00000284814
RNF165	ENSG00000141622
TP53INP2	ENSG00000078804
NF1P5	ENSG00000175319
CST2P1	ENSG00000232595
RPSAP57	ENSG00000267524
CST9LP1	ENSG00000204662
CUPIN1P	ENSG00000283613
MED28P7	ENSG00000236542
RPS27AP2	ENSG00000232333
MRO	ENSG00000134042
JAG1	ENSG00000101384
PPP2R3B	ENSG00000167393
NIPA2P3	ENSG00000271486
RPS5P3	ENSG00000215088
C21orf62	ENSG00000205929
KRTAP19-9P	ENSG00000237841
DSCR9	ENSG00000230366
RPL14P5	ENSG00000225661
MTND6P12	ENSG00000235039
HADHBP1	ENSG00000238193
PRKX-AS1	ENSG00000236188
PRKX	ENSG00000183943
DSCR10	ENSG00000233316
RPL23AP12	ENSG00000228861
ZNF114P1	ENSG00000234538
LINC00159	ENSG00000230323
