GO root	GO id	GO name	value	pval
BP	GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation	25	0.18708398006924856
BP	GO:0070849	response to epidermal growth factor	25	0.18708398006924856
BP	GO:0002449	lymphocyte mediated immunity	25	0.18708398006924856
BP	GO:0001954	positive regulation of cell-matrix adhesion	25	0.18708398006924856
BP	GO:0045599	negative regulation of fat cell differentiation	25	0.18708398006924856
BP	GO:0006892	post-Golgi vesicle-mediated transport	25	0.18708398006924856
BP	GO:0050854	regulation of antigen receptor-mediated signaling pathway	25	0.18708398006924856
BP	GO:0036211	protein modification process	935	0.1897099408263357
BP	GO:0006464	cellular protein modification process	935	0.1897099408263357
BP	GO:0042221	response to chemical	939	0.1905843095226331
BP	GO:0050768	negative regulation of neurogenesis	98	0.1916065590867231
BP	GO:0071300	cellular response to retinoic acid	26	0.193820108839793
BP	GO:0051148	negative regulation of muscle cell differentiation	26	0.193820108839793
BP	GO:0046889	positive regulation of lipid biosynthetic process	26	0.193820108839793
BP	GO:0106027	neuron projection organization	26	0.193820108839793
BP	GO:0051146	striated muscle cell differentiation	26	0.193820108839793
BP	GO:0048468	cell development	186	0.19386177608708044
BP	GO:0071216	cellular response to biotic stimulus	99	0.19461324467484375
BP	GO:0007186	G protein-coupled receptor signaling pathway	187	0.19598798371618126
BP	GO:0007162	negative regulation of cell adhesion	100	0.19762687324186168
BP	GO:0051961	negative regulation of nervous system development	100	0.19762687324186168
BP	GO:0043412	macromolecule modification	969	0.19990530246012278
BP	GO:0051963	regulation of synapse assembly	27	0.20050263446278202
BP	GO:0060333	interferon-gamma-mediated signaling pathway	27	0.20050263446278202
BP	GO:0055002	striated muscle cell development	27	0.20050263446278202
BP	GO:0035019	somatic stem cell population maintenance	27	0.20050263446278202
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	27	0.20050263446278202
BP	GO:1903727	positive regulation of phospholipid metabolic process	27	0.20050263446278202
BP	GO:0048562	embryonic organ morphogenesis	27	0.20050263446278202
BP	GO:1900034	regulation of cellular response to heat	27	0.20050263446278202
BP	GO:0010596	negative regulation of endothelial cell migration	27	0.20050263446278202
BP	GO:0051438	regulation of ubiquitin-protein transferase activity	27	0.20050263446278202
BP	GO:1903035	negative regulation of response to wounding	27	0.20050263446278202
BP	GO:0060688	regulation of morphogenesis of a branching structure	27	0.20050263446278202
BP	GO:2000146	negative regulation of cell motility	101	0.20064714454264446
BP	GO:0060341	regulation of cellular localization	357	0.20501939127273414
BP	GO:0006355	regulation of transcription, DNA-templated	1060	0.20522753749083672
BP	GO:0001503	ossification	28	0.20713196585209862
BP	GO:1903078	positive regulation of protein localization to plasma membrane	28	0.20713196585209862
BP	GO:0010507	negative regulation of autophagy	28	0.20713196585209862
BP	GO:0032677	regulation of interleukin-8 production	28	0.20713196585209862
BP	GO:0070373	negative regulation of ERK1 and ERK2 cascade	28	0.20713196585209862
BP	GO:1904705	regulation of vascular smooth muscle cell proliferation	28	0.20713196585209862
BP	GO:0051193	regulation of cofactor metabolic process	28	0.20713196585209862
BP	GO:0044262	cellular carbohydrate metabolic process	28	0.20713196585209862
BP	GO:1903506	regulation of nucleic acid-templated transcription	1071	0.20771868085996367
BP	GO:0044237	cellular metabolic process	1971	0.2077186808599637
BP	GO:2001141	regulation of RNA biosynthetic process	1076	0.20906148400348323
BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	105	0.21278879430714207
BP	GO:0048015	phosphatidylinositol-mediated signaling	29	0.21370850893484997
BP	GO:0016125	sterol metabolic process	29	0.21370850893484997
BP	GO:0008203	cholesterol metabolic process	29	0.21370850893484997
BP	GO:1903578	regulation of ATP metabolic process	29	0.21370850893484997
BP	GO:0044070	regulation of anion transport	29	0.21370850893484997
BP	GO:0032102	negative regulation of response to external stimulus	106	0.2158379171313532
BP	GO:0070887	cellular response to chemical stimulus	647	0.21686549323623183
BP	GO:2000112	regulation of cellular macromolecule biosynthetic process	1196	0.21925246318139038
BP	GO:1900371	regulation of purine nucleotide biosynthetic process	30	0.22023266667815386
BP	GO:0007041	lysosomal transport	30	0.22023266667815386
BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	30	0.22023266667815386
BP	GO:0002443	leukocyte mediated immunity	30	0.22023266667815386
BP	GO:0030808	regulation of nucleotide biosynthetic process	30	0.22023266667815386
BP	GO:1904377	positive regulation of protein localization to cell periphery	30	0.22023266667815386
BP	GO:0055001	muscle cell development	30	0.22023266667815386
BP	GO:0055021	regulation of cardiac muscle tissue growth	30	0.22023266667815386
BP	GO:0098693	regulation of synaptic vesicle cycle	30	0.22023266667815386
BP	GO:0007517	muscle organ development	30	0.22023266667815386
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	30	0.22023266667815386
BP	GO:1902652	secondary alcohol metabolic process	30	0.22023266667815386
BP	GO:0031323	regulation of cellular metabolic process	1771	0.2213364171425891
BP	GO:0060255	regulation of macromolecule metabolic process	1767	0.22134120372896332
BP	GO:0051050	positive regulation of transport	373	0.22145994325900833
BP	GO:0050870	positive regulation of T cell activation	108	0.22195066705379854
BP	GO:0070317	negative regulation of G0 to G1 transition	31	0.22670483909817984
BP	GO:0060420	regulation of heart growth	31	0.22670483909817984
BP	GO:0046902	regulation of mitochondrial membrane permeability	31	0.22670483909817984
BP	GO:0048017	inositol lipid-mediated signaling	31	0.22670483909817984
BP	GO:0007568	aging	110	0.2280809581557155
BP	GO:0043066	negative regulation of apoptotic process	379	0.2281593201443302
BP	GO:0051493	regulation of cytoskeleton organization	202	0.22859125949838482
BP	GO:0050714	positive regulation of protein secretion	111	0.23115202154523318
BP	GO:0001818	negative regulation of cytokine production	111	0.23115202154523318
BP	GO:0010771	negative regulation of cell morphogenesis involved in differentiation	32	0.2331254232969373
BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	32	0.2331254232969373
BP	GO:0045833	negative regulation of lipid metabolic process	32	0.2331254232969373
BP	GO:1900046	regulation of hemostasis	32	0.2331254232969373
BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity	32	0.2331254232969373
BP	GO:0034103	regulation of tissue remodeling	32	0.2331254232969373
BP	GO:0030193	regulation of blood coagulation	32	0.2331254232969373
BP	GO:0032411	positive regulation of transporter activity	32	0.2331254232969373
BP	GO:1905897	regulation of response to endoplasmic reticulum stress	32	0.2331254232969373
BP	GO:0070316	regulation of G0 to G1 transition	32	0.2331254232969373
BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	32	0.2331254232969373
BP	GO:0010827	regulation of glucose transmembrane transport	32	0.2331254232969373
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	113	0.23730469612813765
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	113	0.23730469612813765
BP	GO:0043069	negative regulation of programmed cell death	387	0.23751243863674093
BP	GO:2000026	regulation of multicellular organismal development	687	0.2393868555840034
BP	GO:0061061	muscle structure development	33	0.23949481346965285
BP	GO:0010633	negative regulation of epithelial cell migration	33	0.23949481346965285
BP	GO:0051588	regulation of neurotransmitter transport	33	0.23949481346965285
BP	GO:0032729	positive regulation of interferon-gamma production	33	0.23949481346965285
BP	GO:0090559	regulation of membrane permeability	33	0.23949481346965285
BP	GO:1903363	negative regulation of cellular protein catabolic process	33	0.23949481346965285
BP	GO:0010611	regulation of cardiac muscle hypertrophy	33	0.23949481346965285
BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	115	0.2434697595791793
BP	GO:0009895	negative regulation of catabolic process	115	0.2434697595791793
BP	GO:2000177	regulation of neural precursor cell proliferation	34	0.24581340092756396
BP	GO:0014743	regulation of muscle hypertrophy	34	0.24581340092756396
BP	GO:1900542	regulation of purine nucleotide metabolic process	34	0.24581340092756396
BP	GO:0006140	regulation of nucleotide metabolic process	34	0.24581340092756396
BP	GO:0042476	odontogenesis	34	0.24581340092756396
BP	GO:2000736	regulation of stem cell differentiation	34	0.24581340092756396
BP	GO:0050818	regulation of coagulation	34	0.24581340092756396
BP	GO:1900006	positive regulation of dendrite development	34	0.24581340092756396
BP	GO:0002793	positive regulation of peptide secretion	116	0.24655632241848086
BP	GO:0070301	cellular response to hydrogen peroxide	35	0.2520815741247807
BP	GO:0000904	cell morphogenesis involved in differentiation	35	0.2520815741247807
BP	GO:0042692	muscle cell differentiation	35	0.2520815741247807
BP	GO:0055088	lipid homeostasis	35	0.2520815741247807
BP	GO:0048640	negative regulation of developmental growth	35	0.2520815741247807
BP	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	35	0.2520815741247807
BP	GO:0043550	regulation of lipid kinase activity	35	0.2520815741247807
BP	GO:0030968	endoplasmic reticulum unfolded protein response	35	0.2520815741247807
BP	GO:0006396	RNA processing	214	0.25433888203197336
BP	GO:0006281	DNA repair	234	0.25483189545373996
BP	GO:0098609	cell-cell adhesion	119	0.25582926871631495
BP	GO:0051346	negative regulation of hydrolase activity	119	0.25582926871631495
BP	GO:0045944	positive regulation of transcription by RNA polymerase II	462	0.25587404630122645
BP	GO:0030010	establishment of cell polarity	36	0.25829971866956813
BP	GO:0048514	blood vessel morphogenesis	36	0.25829971866956813
BP	GO:0046651	lymphocyte proliferation	36	0.25829971866956813
BP	GO:0007010	cytoskeleton organization	255	0.26304323893245773
BP	GO:1902904	negative regulation of supramolecular fiber organization	37	0.26446821735133347
BP	GO:0048814	regulation of dendrite morphogenesis	37	0.26446821735133347
BP	GO:0035601	protein deacylation	37	0.26446821735133347
BP	GO:0030888	regulation of B cell proliferation	37	0.26446821735133347
BP	GO:0048146	positive regulation of fibroblast proliferation	37	0.26446821735133347
BP	GO:0098732	macromolecule deacylation	37	0.26446821735133347
BP	GO:0032943	mononuclear cell proliferation	37	0.26446821735133347
BP	GO:0009725	response to hormone	262	0.267337541672709
BP	GO:0030162	regulation of proteolysis	262	0.267337541672709
BP	GO:0031647	regulation of protein stability	123	0.2682155314945355
BP	GO:0048511	rhythmic process	123	0.2682155314945355
BP	GO:1902117	positive regulation of organelle assembly	38	0.27058745015133795
BP	GO:0007006	mitochondrial membrane organization	38	0.27058745015133795
BP	GO:0035567	non-canonical Wnt signaling pathway	38	0.27058745015133795
BP	GO:1903828	negative regulation of cellular protein localization	38	0.27058745015133795
BP	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	38	0.27058745015133795
BP	GO:0007569	cell aging	39	0.2766577942745267
BP	GO:0007281	germ cell development	39	0.2766577942745267
BP	GO:2001022	positive regulation of response to DNA damage stimulus	39	0.2766577942745267
BP	GO:0050772	positive regulation of axonogenesis	39	0.2766577942745267
BP	GO:0001816	cytokine production	39	0.2766577942745267
BP	GO:0007154	cell communication	276	0.2780152916589919
BP	GO:0046903	secretion	278	0.27975376053629186
BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	40	0.28267962415943265
BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	40	0.28267962415943265
BP	GO:0072659	protein localization to plasma membrane	40	0.28267962415943265
BP	GO:0008217	regulation of blood pressure	40	0.28267962415943265
BP	GO:0009408	response to heat	40	0.28267962415943265
BP	GO:0008152	metabolic process	2048	0.28338804540860374
BP	GO:0043312	neutrophil degranulation	128	0.2837144869348223
BP	GO:0045089	positive regulation of innate immune response	128	0.2837144869348223
BP	GO:0002283	neutrophil activation involved in immune response	129	0.28681433599758976
BP	GO:0031347	regulation of defense response	286	0.28720375182643004
BP	GO:0043502	regulation of muscle adaptation	41	0.2886533114989181
BP	GO:0010717	regulation of epithelial to mesenchymal transition	41	0.2886533114989181
BP	GO:1901184	regulation of ERBB signaling pathway	41	0.2886533114989181
BP	GO:0097306	cellular response to alcohol	41	0.2886533114989181
BP	GO:0071347	cellular response to interleukin-1	41	0.2886533114989181
BP	GO:0070661	leukocyte proliferation	41	0.2886533114989181
BP	GO:0031100	animal organ regeneration	41	0.2886533114989181
BP	GO:0051494	negative regulation of cytoskeleton organization	41	0.2886533114989181
BP	GO:0034613	cellular protein localization	289	0.2901941301569024
BP	GO:0070727	cellular macromolecule localization	292	0.2932871095739963
BP	GO:0019933	cAMP-mediated signaling	42	0.2945792252668932
BP	GO:2000181	negative regulation of blood vessel morphogenesis	42	0.2945792252668932
BP	GO:0016525	negative regulation of angiogenesis	42	0.2945792252668932
